fog_nodes,iot_tasks,cpu_limit,algorithm,fog_energy,cloud_energy,energy_saved_percent,qos_satisfaction,throughput
51,1916,215,Bin Packing,471.58,670.37,29.65,70.99,37.57
56,1323,785,Round Robin,109.15,291.8,62.59,75.14,23.62
92,620,792,Reinforcement Learning,468.51,682.67,31.37,92.86,6.74
58,764,837,Round Robin,335.67,529.08,36.56,97.19,13.17
64,1388,768,Round Robin,409.9,495.89,17.34,69.72,21.69
61,288,263,Round Robin,259.4,373.71,30.59,85.2,4.72
51,1307,682,FCFS,496.69,756.95,34.38,87.07,25.63
35,352,321,Round Robin,191.02,406.83,53.05,93.7,10.06
50,656,225,QoS Aware Heuristic,205.74,367.84,44.07,95.96,13.12
30,1040,756,FCFS,120.57,216.22,44.24,78.72,34.67
9,1726,275,FCFS,476.19,528.11,9.83,99.3,191.78
88,383,763,Round Robin,282.41,410.38,31.18,98.83,4.35
56,162,793,QoS Aware Heuristic,369.94,433.65,14.69,80.26,2.89
79,1694,474,Reinforcement Learning,374.98,545.55,31.27,81.68,21.44
58,411,958,Round Robin,449.8,705.25,36.22,86.71,7.09
37,1930,597,FCFS,365.97,487.32,24.9,74.95,52.16
54,850,184,Reinforcement Learning,324.81,586.75,44.64,86.48,15.74
42,146,975,Reinforcement Learning,384.13,610.27,37.06,80.57,3.48
31,1920,482,FCFS,400.39,481.71,16.88,61.42,61.94
19,65,732,Reinforcement Learning,174.37,385.51,54.77,94.11,3.42
65,605,740,QoS Aware Heuristic,143.87,231.79,37.93,97.62,9.31
25,425,562,QoS Aware Heuristic,129.94,343.64,62.19,61.05,17.0
50,791,550,Round Robin,249.62,335.3,25.55,91.57,15.82
73,439,617,Round Robin,299.2,447.33,33.11,75.43,6.01
10,669,945,Reinforcement Learning,346.26,537.91,35.63,83.43,66.9
42,1290,794,FCFS,483.21,545.8,11.47,80.0,30.71
66,1472,649,QoS Aware Heuristic,232.32,320.65,27.55,82.05,22.3
90,1333,215,Bin Packing,404.35,534.45,24.34,79.81,14.81
66,873,713,Round Robin,312.54,478.12,34.63,94.14,13.23
86,369,107,QoS Aware Heuristic,188.04,452.66,58.46,87.34,4.29
82,245,317,Reinforcement Learning,346.12,442.94,21.86,76.51,2.99
78,1551,818,QoS Aware Heuristic,486.87,623.74,21.94,87.54,19.88
50,467,689,QoS Aware Heuristic,149.72,318.66,53.02,98.6,9.34
17,1548,979,Reinforcement Learning,302.91,426.85,29.04,63.21,91.06
99,656,503,Round Robin,120.64,327.08,63.12,75.52,6.63
98,617,666,Round Robin,228.49,342.64,33.31,94.82,6.3
7,593,403,Bin Packing,348.24,591.33,41.11,89.56,84.71
98,280,566,Bin Packing,436.42,612.71,28.77,97.4,2.86
10,933,839,Round Robin,392.13,463.71,15.44,61.59,93.3
97,570,187,Round Robin,285.14,491.89,42.03,94.51,5.88
12,752,109,Round Robin,463.69,656.0,29.32,91.67,62.67
48,1946,407,Round Robin,221.09,355.74,37.85,92.6,40.54
37,1273,533,QoS Aware Heuristic,401.59,454.38,11.62,83.89,34.41
85,895,901,Bin Packing,289.6,389.78,25.7,62.08,10.53
79,722,263,Reinforcement Learning,459.45,610.88,24.79,81.57,9.14
81,1672,338,FCFS,418.97,518.95,19.27,76.31,20.64
54,70,416,Reinforcement Learning,460.59,654.96,29.68,81.08,1.3
15,1384,755,FCFS,185.7,413.78,55.12,89.61,92.27
99,637,434,QoS Aware Heuristic,367.26,631.26,41.82,83.84,6.43
32,947,117,Bin Packing,395.39,607.14,34.88,71.7,29.59
74,1726,170,FCFS,396.97,619.22,35.89,83.98,23.32
45,1711,274,Round Robin,301.6,503.71,40.12,63.33,38.02
20,1836,953,QoS Aware Heuristic,104.5,400.87,73.93,60.21,91.8
72,1973,899,FCFS,204.57,319.82,36.04,76.06,27.4
52,1669,910,Round Robin,229.32,345.88,33.7,90.29,32.1
60,1507,438,QoS Aware Heuristic,440.81,522.39,15.62,92.91,25.12
68,420,347,FCFS,436.35,607.77,28.2,81.99,6.18
63,1633,292,Round Robin,141.87,215.91,34.29,94.72,25.92
94,1964,518,Bin Packing,479.93,597.47,19.67,65.04,20.89
66,127,424,QoS Aware Heuristic,172.98,343.65,49.66,98.56,1.92
80,1615,405,FCFS,265.74,555.14,52.13,96.87,20.19
15,1358,879,Round Robin,186.06,477.01,60.99,83.97,90.53
93,697,303,Bin Packing,444.13,680.07,34.69,62.35,7.49
22,189,952,Round Robin,399.76,547.07,26.93,78.17,8.59
23,602,222,Bin Packing,241.41,507.7,52.45,67.17,26.17
91,1047,669,FCFS,372.75,641.61,41.9,85.14,11.51
59,331,950,Round Robin,173.75,451.3,61.5,67.6,5.61
86,1635,546,Round Robin,252.92,462.93,45.37,79.27,19.01
30,1331,812,Reinforcement Learning,250.84,351.29,28.59,68.23,44.37
10,1896,590,QoS Aware Heuristic,195.17,267.94,27.16,67.27,189.6
8,1433,532,Round Robin,450.52,729.21,38.22,69.92,179.12
33,489,723,Bin Packing,371.54,435.43,14.67,61.17,14.82
63,319,227,QoS Aware Heuristic,211.98,335.95,36.9,88.64,5.06
21,1207,647,FCFS,196.85,368.59,46.59,72.27,57.48
47,795,845,QoS Aware Heuristic,107.18,162.67,34.11,87.92,16.91
84,1713,921,Reinforcement Learning,238.63,515.36,53.7,86.14,20.39
70,153,146,FCFS,310.71,432.49,28.16,62.64,2.19
38,815,604,Round Robin,211.08,268.21,21.3,72.48,21.45
12,144,214,FCFS,380.18,678.58,43.97,82.67,12.0
17,1922,515,FCFS,264.7,392.55,32.57,96.74,113.06
12,778,866,Reinforcement Learning,226.53,495.72,54.3,76.05,64.83
98,1646,322,Bin Packing,475.62,638.99,25.57,80.19,16.8
98,529,735,FCFS,205.12,420.9,51.27,90.01,5.4
69,829,602,Bin Packing,259.3,369.57,29.84,92.13,12.01
47,1314,771,QoS Aware Heuristic,252.92,428.64,40.99,96.93,27.96
43,62,195,Reinforcement Learning,196.48,310.89,36.8,79.89,1.44
85,1220,206,Round Robin,186.99,474.76,60.61,67.75,14.35
63,1825,731,FCFS,220.95,286.19,22.8,90.58,28.97
88,650,712,Bin Packing,445.69,564.36,21.03,65.02,7.39
92,144,714,FCFS,406.83,680.11,40.18,76.73,1.57
90,1900,777,Reinforcement Learning,372.4,542.41,31.34,85.13,21.11
97,342,797,Round Robin,282.84,482.86,41.42,87.67,3.53
90,74,131,QoS Aware Heuristic,303.1,516.02,41.26,89.32,0.82
48,1345,592,QoS Aware Heuristic,206.86,274.59,24.67,67.74,28.02
13,1578,165,Bin Packing,129.73,184.16,29.56,99.27,121.38
41,1239,278,QoS Aware Heuristic,232.42,516.88,55.03,67.14,30.22
78,988,878,Bin Packing,298.23,416.11,28.33,63.84,12.67
40,811,542,Round Robin,122.93,268.01,54.13,86.56,20.27
96,1160,648,FCFS,135.29,355.81,61.98,96.4,12.08
32,703,300,Reinforcement Learning,205.21,314.29,34.71,82.38,21.97
46,1719,969,Round Robin,246.83,480.1,48.59,83.82,37.37
47,1034,148,Round Robin,257.33,421.89,39.01,81.54,22.0
89,1864,886,QoS Aware Heuristic,147.15,411.3,64.22,61.71,20.94
92,687,779,QoS Aware Heuristic,190.33,309.97,38.6,87.25,7.47
46,1901,362,Reinforcement Learning,204.66,305.62,33.03,74.33,41.33
70,540,232,FCFS,127.05,384.97,67.0,97.43,7.71
59,1981,909,Round Robin,230.44,362.02,36.35,67.47,33.58
76,1214,443,QoS Aware Heuristic,128.89,281.86,54.27,72.08,15.97
52,1941,275,Round Robin,381.38,629.81,39.45,80.19,37.33
95,1176,490,FCFS,254.42,463.31,45.09,79.09,12.38
26,1299,110,Bin Packing,230.7,391.13,41.02,76.01,49.96
31,1975,300,FCFS,150.61,263.08,42.75,72.58,63.71
97,624,908,Round Robin,190.6,431.65,55.84,65.89,6.43
71,343,102,Round Robin,193.08,288.19,33.0,92.84,4.83
17,945,313,Reinforcement Learning,494.08,776.15,36.34,77.95,55.59
49,1379,907,Round Robin,434.14,521.72,16.79,82.92,28.14
14,1327,406,QoS Aware Heuristic,106.1,357.33,70.31,81.86,94.79
13,1253,643,Reinforcement Learning,346.73,502.79,31.04,83.02,96.38
58,89,659,Round Robin,202.36,298.86,32.29,88.19,1.53
31,825,426,FCFS,141.75,292.34,51.51,85.18,26.61
38,1774,863,Round Robin,382.24,487.63,21.61,70.96,46.68
5,569,298,FCFS,152.64,236.64,35.5,82.15,113.8
36,1689,700,FCFS,277.5,387.29,28.35,69.78,46.92
93,1810,208,Round Robin,352.87,619.72,43.06,83.55,19.46
97,595,390,FCFS,321.8,398.29,19.2,77.28,6.13
75,285,207,Bin Packing,491.05,784.18,37.38,61.58,3.8
71,512,507,Reinforcement Learning,414.3,465.55,11.01,89.36,7.21
88,1301,651,Round Robin,409.68,624.24,34.37,70.99,14.78
24,1773,151,Bin Packing,242.24,506.37,52.16,96.81,73.88
98,1898,211,FCFS,103.36,386.85,73.28,71.22,19.37
39,532,394,FCFS,393.76,479.76,17.93,99.86,13.64
95,479,679,Reinforcement Learning,499.89,724.44,31.0,78.52,5.04
94,1095,288,Bin Packing,262.35,339.19,22.65,61.06,11.65
82,392,943,Bin Packing,494.21,632.36,21.85,63.05,4.78
21,1113,820,Round Robin,156.68,389.66,59.79,63.28,53.0
22,1246,164,FCFS,218.6,355.09,38.44,62.25,56.64
49,1512,673,QoS Aware Heuristic,168.29,296.63,43.27,70.71,30.86
97,1252,564,Round Robin,290.07,369.08,21.41,72.98,12.91
88,1671,357,Round Robin,418.79,485.4,13.72,64.45,18.99
57,182,745,Round Robin,236.26,315.08,25.02,77.53,3.19
95,400,733,Reinforcement Learning,462.49,731.36,36.76,74.61,4.21
86,1598,430,Reinforcement Learning,317.93,370.73,14.24,85.45,18.58
72,1613,600,Round Robin,286.17,509.39,43.82,67.83,22.4
69,555,782,QoS Aware Heuristic,414.81,656.97,36.86,96.56,8.04
5,133,309,Bin Packing,140.58,332.55,57.73,80.64,26.6
62,1042,907,Bin Packing,409.5,642.19,36.23,84.95,16.81
30,1537,188,FCFS,197.18,410.25,51.94,61.58,51.23
24,879,778,Bin Packing,212.33,376.22,43.56,82.36,36.62
91,910,127,Bin Packing,339.78,485.46,30.01,74.72,10.0
14,392,337,QoS Aware Heuristic,460.77,746.1,38.24,96.97,28.0
63,1353,435,Bin Packing,331.36,624.34,46.93,95.43,21.48
79,915,162,QoS Aware Heuristic,359.58,572.4,37.18,85.51,11.58
45,1336,866,Reinforcement Learning,410.64,509.96,19.48,90.71,29.69
9,1239,652,QoS Aware Heuristic,203.73,365.7,44.29,85.78,137.67
69,342,599,Reinforcement Learning,430.89,605.02,28.78,60.68,4.96
21,1582,640,QoS Aware Heuristic,267.18,506.67,47.27,88.13,75.33
26,1653,890,Round Robin,170.26,387.2,56.03,67.08,63.58
45,1299,568,Reinforcement Learning,240.05,418.75,42.67,87.3,28.87
97,1243,691,Reinforcement Learning,198.45,418.54,52.59,60.42,12.81
72,647,150,Bin Packing,191.49,247.5,22.63,72.44,8.99
73,694,211,Reinforcement Learning,213.03,457.19,53.4,80.68,9.51
15,497,972,QoS Aware Heuristic,172.37,275.28,37.38,73.33,33.13
60,739,400,Round Robin,367.08,581.18,36.84,87.76,12.32
55,1051,189,Round Robin,332.0,410.49,19.12,80.91,19.11
25,904,328,Bin Packing,359.38,438.0,17.95,98.39,36.16
80,551,249,QoS Aware Heuristic,237.49,296.4,19.88,74.31,6.89
30,813,854,QoS Aware Heuristic,407.89,685.45,40.49,88.87,27.1
23,1600,237,FCFS,151.84,352.98,56.98,93.43,69.57
64,784,234,Reinforcement Learning,328.45,468.94,29.96,70.14,12.25
75,1452,556,Bin Packing,210.18,457.12,54.02,90.17,19.36
51,1274,700,Round Robin,311.04,517.56,39.9,75.73,24.98
75,1692,593,FCFS,229.45,434.47,47.19,65.15,22.56
30,299,626,QoS Aware Heuristic,416.2,587.96,29.21,60.15,9.97
44,1482,432,Reinforcement Learning,456.51,508.49,10.22,89.75,33.68
9,650,461,Round Robin,397.03,511.65,22.4,67.45,72.22
25,174,273,FCFS,170.23,247.5,31.22,62.05,6.96
82,162,701,QoS Aware Heuristic,209.95,425.55,50.66,79.89,1.98
8,1030,312,Round Robin,467.74,579.9,19.34,73.87,128.75
27,1210,442,Round Robin,274.89,437.43,37.16,87.67,44.81
88,1832,160,QoS Aware Heuristic,476.47,614.83,22.5,64.29,20.82
19,1569,975,QoS Aware Heuristic,256.98,342.78,25.03,65.31,82.58
97,1751,831,Bin Packing,480.71,770.3,37.59,76.16,18.05
12,199,160,Round Robin,470.3,753.65,37.6,80.82,16.58
45,924,918,QoS Aware Heuristic,364.21,435.36,16.34,92.97,20.53
23,392,777,FCFS,103.53,360.37,71.27,83.43,17.04
50,629,623,Reinforcement Learning,260.13,432.22,39.82,96.1,12.58
32,1806,315,Bin Packing,464.49,707.92,34.39,68.71,56.44
95,832,688,QoS Aware Heuristic,454.04,541.83,16.2,83.85,8.76
72,370,843,Reinforcement Learning,174.96,258.03,32.19,86.21,5.14
19,871,723,Bin Packing,259.67,532.36,51.22,89.03,45.84
41,1999,677,Round Robin,434.2,708.65,38.73,99.55,48.76
5,1934,793,Reinforcement Learning,331.15,497.63,33.45,78.72,386.8
71,581,522,Bin Packing,438.92,706.46,37.87,74.77,8.18
28,1362,815,QoS Aware Heuristic,430.63,647.49,33.49,94.09,48.64
31,1562,522,QoS Aware Heuristic,462.99,559.24,17.21,67.07,50.39
44,541,470,Bin Packing,146.89,279.13,47.38,61.48,12.3
67,661,305,Round Robin,158.09,242.11,34.7,77.74,9.87
65,301,385,Bin Packing,133.12,376.61,64.65,69.89,4.63
40,1150,204,FCFS,474.11,770.42,38.46,75.86,28.75
97,1720,853,Bin Packing,290.06,476.65,39.15,99.44,17.73
28,1465,846,Bin Packing,125.73,339.7,62.99,73.94,52.32
28,1485,787,QoS Aware Heuristic,228.61,465.13,50.85,88.32,53.04
8,222,822,Round Robin,240.57,346.63,30.6,70.02,27.75
71,924,642,Bin Packing,423.82,557.82,24.02,72.14,13.01
38,250,846,Reinforcement Learning,394.19,547.27,27.97,69.73,6.58
61,266,341,QoS Aware Heuristic,375.75,574.4,34.58,82.89,4.36
53,425,590,QoS Aware Heuristic,108.75,371.37,70.72,69.04,8.02
91,1793,764,Bin Packing,464.28,577.83,19.65,88.73,19.7
57,1659,807,Reinforcement Learning,186.22,353.94,47.39,87.21,29.11
27,60,597,Bin Packing,351.62,589.5,40.35,76.85,2.22
73,1872,534,Reinforcement Learning,124.73,196.58,36.55,61.02,25.64
99,1841,880,QoS Aware Heuristic,132.61,310.83,57.34,60.91,18.6
57,1085,583,Reinforcement Learning,103.83,189.92,45.33,81.31,19.04
66,941,546,Bin Packing,326.37,511.16,36.15,93.57,14.26
45,1663,483,FCFS,351.75,593.71,40.75,83.95,36.96
61,484,609,FCFS,120.18,229.42,47.62,77.43,7.93
64,1757,269,Reinforcement Learning,216.19,478.56,54.82,95.28,27.45
58,1681,968,Bin Packing,440.58,574.28,23.28,67.88,28.98
74,867,422,Round Robin,140.52,238.22,41.01,74.38,11.72
61,1446,947,FCFS,186.62,352.95,47.13,82.61,23.7
14,1346,573,QoS Aware Heuristic,269.76,538.78,49.93,71.67,96.14
44,980,331,Bin Packing,436.91,504.14,13.34,99.91,22.27
11,1970,795,Bin Packing,201.94,333.83,39.51,78.09,179.09
42,1998,458,FCFS,498.85,712.14,29.95,62.07,47.57
89,740,374,Round Robin,242.1,381.5,36.54,67.04,8.31
65,1649,131,QoS Aware Heuristic,254.58,322.29,21.01,81.3,25.37
88,1582,276,Round Robin,148.84,281.84,47.19,82.0,17.98
7,1205,164,QoS Aware Heuristic,372.08,627.32,40.69,99.37,172.14
55,904,809,FCFS,197.39,489.4,59.67,84.0,16.44
90,1997,126,Bin Packing,351.55,411.49,14.57,86.67,22.19
51,833,762,QoS Aware Heuristic,189.26,381.58,50.4,68.55,16.33
72,368,914,Bin Packing,255.15,331.48,23.03,64.27,5.11
96,893,578,Reinforcement Learning,442.67,662.77,33.21,84.08,9.3
80,1926,367,Reinforcement Learning,395.56,447.53,11.61,94.6,24.08
42,670,696,FCFS,161.84,215.53,24.91,83.49,15.95
40,834,165,FCFS,343.08,587.3,41.58,77.71,20.85
45,1241,232,FCFS,351.46,420.07,16.33,83.13,27.58
73,446,465,Reinforcement Learning,136.23,262.53,48.11,78.75,6.11
17,1253,181,QoS Aware Heuristic,286.32,575.83,50.28,65.68,73.71
91,1131,992,Round Robin,204.27,500.58,59.19,89.65,12.43
62,1553,930,FCFS,286.85,377.2,23.95,81.32,25.05
54,1664,427,Round Robin,410.83,601.06,31.65,75.97,30.81
34,509,197,Round Robin,163.3,353.09,53.75,82.39,14.97
66,110,684,Reinforcement Learning,149.32,312.42,52.21,69.65,1.67
29,418,426,QoS Aware Heuristic,207.73,488.91,57.51,77.12,14.41
31,1194,641,Reinforcement Learning,480.91,719.42,33.15,84.9,38.52
55,768,224,FCFS,399.13,640.26,37.66,69.05,13.96
82,595,309,Reinforcement Learning,107.78,225.17,52.13,89.96,7.26
61,1655,883,Reinforcement Learning,260.4,418.98,37.85,80.84,27.13
51,1090,824,Reinforcement Learning,202.96,374.82,45.85,94.47,21.37
43,545,232,FCFS,355.26,479.99,25.99,93.89,12.67
20,546,602,FCFS,283.72,357.42,20.62,79.78,27.3
26,554,256,Reinforcement Learning,485.8,567.39,14.38,67.82,21.31
89,1605,658,Reinforcement Learning,187.59,282.76,33.66,89.47,18.03
58,1018,968,Round Robin,335.14,436.05,23.14,76.75,17.55
25,1388,974,QoS Aware Heuristic,380.08,490.65,22.54,83.79,55.52
76,1142,481,Round Robin,430.23,544.1,20.93,64.29,15.03
20,1800,121,QoS Aware Heuristic,262.79,426.72,38.42,85.26,90.0
63,210,694,QoS Aware Heuristic,374.77,552.16,32.13,74.94,3.33
35,1687,518,Reinforcement Learning,221.28,348.5,36.51,73.37,48.2
46,1961,571,Round Robin,274.19,551.01,50.24,99.2,42.63
78,767,333,QoS Aware Heuristic,458.25,646.53,29.12,77.3,9.83
36,1218,671,QoS Aware Heuristic,479.96,726.83,33.97,87.12,33.83
63,1642,553,FCFS,387.53,668.59,42.04,85.11,26.06
38,1668,799,QoS Aware Heuristic,249.74,340.52,26.66,64.17,43.89
13,1042,669,Reinforcement Learning,428.02,584.99,26.83,89.92,80.15
85,1458,870,Bin Packing,110.35,268.65,58.92,72.93,17.15
15,318,261,FCFS,141.1,279.72,49.56,91.96,21.2
14,1996,400,Bin Packing,364.55,416.78,12.53,84.31,142.57
90,1527,405,Reinforcement Learning,216.5,470.49,53.98,72.68,16.97
21,748,101,Bin Packing,480.55,558.44,13.95,74.25,35.62
72,1591,370,QoS Aware Heuristic,274.42,573.29,52.13,89.26,22.1
52,914,520,Bin Packing,271.75,514.99,47.23,82.0,17.58
56,399,242,Round Robin,371.23,566.23,34.44,86.73,7.12
29,159,799,Reinforcement Learning,407.03,495.68,17.88,66.33,5.48
25,1556,963,Round Robin,290.22,469.07,38.13,91.48,62.24
69,456,952,Bin Packing,185.6,300.88,38.31,72.82,6.61
67,699,835,Round Robin,409.32,522.4,21.65,84.79,10.43
93,100,978,FCFS,228.14,485.52,53.01,64.59,1.08
55,1476,791,Bin Packing,170.04,315.2,46.05,72.86,26.84
40,1636,634,Round Robin,352.66,515.34,31.57,85.95,40.9
85,1549,966,QoS Aware Heuristic,136.18,396.92,65.69,70.97,18.22
92,1160,136,Bin Packing,488.54,560.49,12.84,95.21,12.61
70,1141,206,FCFS,352.96,551.61,36.01,86.45,16.3
19,645,396,QoS Aware Heuristic,494.36,688.91,28.24,94.81,33.95
43,1028,840,Bin Packing,235.56,391.86,39.89,75.82,23.91
74,1115,924,QoS Aware Heuristic,488.48,745.92,34.51,61.36,15.07
5,780,196,Bin Packing,158.22,443.94,64.36,83.05,156.0
27,106,380,Bin Packing,116.28,282.61,58.85,73.57,3.93
43,787,209,Reinforcement Learning,113.19,277.23,59.17,77.93,18.3
61,245,648,Round Robin,285.95,461.47,38.03,87.24,4.02
85,1833,651,Bin Packing,133.2,363.98,63.4,88.03,21.56
38,1751,696,FCFS,304.87,521.89,41.58,61.1,46.08
45,1135,913,Round Robin,231.0,336.71,31.39,90.77,25.22
97,1336,287,Reinforcement Learning,234.25,300.22,21.97,79.74,13.77
77,161,851,Round Robin,354.24,641.55,44.78,82.27,2.09
17,814,969,Round Robin,165.24,280.51,41.09,71.92,47.88
74,760,587,Bin Packing,406.62,616.27,34.02,76.83,10.27
10,1251,453,FCFS,332.81,589.92,43.58,88.42,125.1
88,997,118,Bin Packing,465.98,591.05,21.16,91.07,11.33
56,75,958,FCFS,245.94,454.8,45.92,75.48,1.34
7,459,492,FCFS,493.09,570.07,13.5,87.64,65.57
85,807,936,QoS Aware Heuristic,330.33,622.81,46.96,70.32,9.49
67,580,360,Bin Packing,489.36,553.9,11.65,93.28,8.66
53,1850,509,Reinforcement Learning,110.82,270.36,59.01,84.39,34.91
80,1390,502,Round Robin,391.19,575.39,32.01,91.01,17.38
51,1605,769,QoS Aware Heuristic,426.65,674.27,36.72,79.09,31.47
59,1179,583,Reinforcement Learning,121.27,201.55,39.83,69.16,19.98
68,798,403,Bin Packing,331.59,491.79,32.57,77.17,11.74
69,1891,723,FCFS,420.78,545.71,22.89,75.26,27.41
85,1537,755,Bin Packing,324.42,452.42,28.29,73.31,18.08
71,295,867,Bin Packing,125.53,370.23,66.09,68.49,4.15
94,1154,117,QoS Aware Heuristic,377.38,428.75,11.98,90.37,12.28
19,711,283,Reinforcement Learning,124.24,361.51,65.63,63.45,37.42
36,958,504,QoS Aware Heuristic,426.99,679.59,37.17,95.5,26.61
72,445,898,Reinforcement Learning,117.21,392.55,70.14,67.0,6.18
22,571,996,QoS Aware Heuristic,154.96,361.68,57.16,99.19,25.95
87,1906,230,Round Robin,210.04,343.4,38.84,99.54,21.91
47,1809,578,FCFS,353.35,510.16,30.74,75.94,38.49
39,975,892,FCFS,490.54,782.97,37.35,99.51,25.0
82,313,856,FCFS,147.13,417.43,64.75,94.76,3.82
62,1734,107,Round Robin,157.08,322.96,51.36,63.3,27.97
37,839,804,Round Robin,247.55,533.32,53.58,97.89,22.68
18,1347,417,FCFS,434.49,690.23,37.05,61.7,74.83
38,1779,490,FCFS,286.89,562.16,48.97,67.28,46.82
65,221,618,Reinforcement Learning,228.64,449.38,49.12,83.38,3.4
8,314,235,Reinforcement Learning,324.48,588.89,44.9,63.23,39.25
92,1895,630,Bin Packing,204.21,477.15,57.2,66.47,20.6
63,1099,750,QoS Aware Heuristic,260.46,333.46,21.89,98.14,17.44
33,1542,466,Reinforcement Learning,233.04,524.34,55.56,99.79,46.73
87,1935,588,Reinforcement Learning,421.66,555.06,24.03,91.93,22.24
10,525,788,Reinforcement Learning,469.7,629.67,25.41,80.61,52.5
53,405,110,Reinforcement Learning,403.83,651.81,38.04,96.01,7.64
44,1099,652,Round Robin,275.63,491.85,43.96,64.48,24.98
87,83,545,Bin Packing,301.73,574.99,47.52,97.72,0.95
69,313,213,Reinforcement Learning,150.03,300.17,50.02,74.06,4.54
73,1211,791,QoS Aware Heuristic,398.75,542.07,26.44,94.46,16.59
31,865,805,Reinforcement Learning,338.59,396.51,14.61,86.73,27.9
84,1768,295,Round Robin,460.98,626.66,26.44,98.41,21.05
10,924,959,FCFS,180.24,411.26,56.17,94.59,92.4
17,803,836,FCFS,403.89,529.18,23.68,95.52,47.24
68,615,942,Bin Packing,373.87,539.55,30.71,85.27,9.04
66,511,422,FCFS,206.34,311.19,33.69,93.33,7.74
23,1241,872,Reinforcement Learning,366.95,610.15,39.86,90.29,53.96
80,1704,611,Round Robin,469.75,534.88,12.18,66.46,21.3
84,704,727,Bin Packing,467.37,693.72,32.63,85.94,8.38
47,130,761,Reinforcement Learning,387.85,532.59,27.18,65.93,2.77
78,806,729,FCFS,119.23,179.63,33.62,94.78,10.33
93,1987,264,QoS Aware Heuristic,448.91,712.28,36.98,62.64,21.37
24,1937,351,Reinforcement Learning,363.11,535.04,32.13,99.48,80.71
99,919,878,QoS Aware Heuristic,224.17,424.0,47.13,76.03,9.28
72,1480,143,QoS Aware Heuristic,174.9,407.91,57.12,66.83,20.56
48,1647,569,Bin Packing,146.48,360.25,59.34,97.43,34.31
27,1119,588,Round Robin,120.09,352.8,65.96,61.82,41.44
6,648,280,FCFS,401.64,642.21,37.46,78.8,108.0
26,1684,176,FCFS,194.34,391.63,50.38,90.81,64.77
61,856,473,Reinforcement Learning,109.7,251.11,56.31,72.67,14.03
76,1984,727,FCFS,258.91,369.7,29.97,81.15,26.11
11,1126,166,Bin Packing,293.04,568.77,48.48,88.02,102.36
82,1033,624,FCFS,167.69,460.17,63.56,98.08,12.6
60,753,191,Reinforcement Learning,117.62,257.04,54.24,64.11,12.55
71,525,857,FCFS,175.65,253.73,30.77,66.29,7.39
20,641,878,Round Robin,371.64,477.27,22.13,80.35,32.05
87,65,750,QoS Aware Heuristic,132.9,350.57,62.09,76.74,0.75
55,1433,952,QoS Aware Heuristic,322.01,415.24,22.45,76.43,26.05
86,536,343,QoS Aware Heuristic,158.56,403.59,60.71,71.88,6.23
84,1911,440,Round Robin,178.28,459.04,61.16,82.43,22.75
76,755,884,Bin Packing,257.23,548.14,53.07,95.33,9.93
16,1575,403,Reinforcement Learning,140.33,192.66,27.16,66.44,98.44
57,1214,497,Round Robin,169.28,458.82,63.11,68.61,21.3
79,669,802,Reinforcement Learning,239.58,474.63,49.52,86.83,8.47
9,1888,547,Bin Packing,231.87,302.88,23.44,62.25,209.78
31,1068,196,Round Robin,399.71,553.52,27.79,86.95,34.45
16,826,430,FCFS,129.91,354.92,63.4,72.58,51.62
21,496,304,Bin Packing,444.18,733.35,39.43,74.31,23.62
10,339,548,QoS Aware Heuristic,426.49,517.53,17.59,76.22,33.9
9,258,517,Round Robin,406.4,488.33,16.78,73.98,28.67
61,1548,748,Bin Packing,223.75,391.84,42.9,93.65,25.38
32,462,176,Bin Packing,429.15,721.17,40.49,97.84,14.44
82,726,995,Round Robin,173.12,465.96,62.85,81.92,8.85
73,1500,648,QoS Aware Heuristic,149.76,256.74,41.67,83.28,20.55
63,1927,897,QoS Aware Heuristic,117.98,247.82,52.39,62.82,30.59
37,1444,524,Bin Packing,475.72,752.73,36.8,88.53,39.03
66,1905,528,Reinforcement Learning,223.2,456.91,51.15,83.36,28.86
54,713,584,Bin Packing,467.05,760.13,38.56,62.02,13.2
23,339,914,Round Robin,209.05,482.34,56.66,67.94,14.74
90,1505,234,Round Robin,463.03,566.8,18.31,68.08,16.72
73,1341,753,Round Robin,461.57,701.5,34.2,66.84,18.37
70,200,353,QoS Aware Heuristic,469.47,531.61,11.69,86.35,2.86
98,1792,659,FCFS,298.46,552.92,46.02,97.14,18.29
51,1328,354,Round Robin,446.38,646.77,30.98,90.52,26.04
43,1426,745,Round Robin,480.31,769.34,37.57,79.09,33.16
72,1450,901,Reinforcement Learning,229.85,519.86,55.79,76.16,20.14
37,1726,819,Reinforcement Learning,267.55,330.25,18.99,75.46,46.65
17,904,598,Bin Packing,387.7,477.83,18.86,84.05,53.18
88,1431,712,Bin Packing,220.14,391.19,43.73,74.37,16.26
58,657,583,Bin Packing,401.52,671.39,40.2,69.04,11.33
11,419,145,Round Robin,129.56,383.17,66.19,84.11,38.09
83,1300,542,Reinforcement Learning,309.4,600.49,48.48,75.63,15.66
91,754,681,Bin Packing,148.93,353.45,57.86,60.56,8.29
18,1376,747,Reinforcement Learning,217.33,331.47,34.43,60.89,76.44
91,875,891,Round Robin,203.45,259.73,21.67,70.97,9.62
23,1054,678,Round Robin,435.57,541.3,19.53,80.5,45.83
58,1462,103,Bin Packing,177.41,396.23,55.23,74.17,25.21
